敏感性变量,场景,敏感性变量取值,产品定价,新品定价,产品批发价,新品批发价,产品销售价,新品销售价,广告系数,企业利润,平台利润,消费者总效益,耗时
新品批发价,Q1,1.450251256281407,1.05,1.275,0.975,1.450251256281407,0.975,1.275,0.25,7659.08,694.22,34433.02,28.9725
新品批发价,Q1,1.4517587939698493,1.05,1.275,0.975,1.4517587939698493,0.975,1.275,0.25,7706.26,706.54,34786.14,28.7312
新品批发价,Q1,1.4532663316582914,1.05,1.275,0.975,1.4532663316582914,0.975,1.275,0.25,7727.9,690.6,34958.25,28.9131
新品批发价,Q1,1.4547738693467336,1.05,1.275,0.975,1.4547738693467336,0.975,1.275,0.25,7672.66,731.32,34633.06,28.7277
新品批发价,Q1,1.456281407035176,1.05,1.275,0.975,1.456281407035176,0.975,1.275,0.25,7652.32,764.01,34852.42,28.5001
新品批发价,Q1,1.457788944723618,1.05,1.275,0.975,1.457788944723618,0.975,1.275,0.25,7713.29,707.01,34829.63,28.8126
新品批发价,Q1,1.4592964824120602,1.05,1.275,0.975,1.4592964824120602,0.975,1.275,0.25,7631.1,726.75,34533.86,28.7651
新品批发价,Q1,1.4608040201005026,1.05,1.275,0.975,1.4608040201005026,0.975,1.275,0.25,7661.93,688.8,34458.01,28.7191
新品批发价,Q1,1.4623115577889447,1.05,1.275,0.975,1.4623115577889447,0.975,1.275,0.25,7654.29,715.51,34472.37,28.6529
新品批发价,Q1,1.4638190954773869,1.05,1.275,0.975,1.4638190954773869,0.975,1.275,0.25,7682.26,694.24,34668.8,28.8003
新品批发价,Q1,1.4653266331658292,1.05,1.275,0.975,1.4653266331658292,0.975,1.275,0.25,7636.58,713.2,34563.48,28.5776
新品批发价,Q1,1.4668341708542714,1.05,1.275,0.975,1.4668341708542714,0.975,1.275,0.25,7761.57,668.2,34994.27,28.7186
新品批发价,Q1,1.4683417085427135,1.05,1.275,0.975,1.4683417085427135,0.975,1.275,0.25,7683.02,741.76,34815.89,28.9449
新品批发价,Q1,1.4698492462311559,1.05,1.275,0.975,1.4698492462311559,0.975,1.275,0.25,7721.89,694.44,34804.17,28.8981
新品批发价,Q1,1.471356783919598,1.05,1.275,0.975,1.471356783919598,0.975,1.275,0.25,7735.09,676.76,34849.08,28.9228
新品批发价,Q1,1.4728643216080402,1.05,1.275,0.975,1.4728643216080402,0.975,1.275,0.25,7658.65,687.95,34294.61,28.6411
新品批发价,Q1,1.4743718592964825,1.05,1.275,0.975,1.4743718592964825,0.975,1.275,0.25,7721.11,733.07,35094.19,29.656
新品批发价,Q1,1.4758793969849247,1.05,1.275,0.975,1.4758793969849247,0.975,1.275,0.25,7763.0,645.13,34580.33,28.9557
新品批发价,Q1,1.4773869346733668,1.05,1.275,0.975,1.4773869346733668,0.975,1.275,0.25,7709.49,698.19,34863.68,28.84
新品批发价,Q1,1.4788944723618092,1.05,1.275,0.975,1.4788944723618092,0.975,1.275,0.25,7694.76,722.59,35056.91,28.6735
新品批发价,Q1,1.4804020100502513,1.05,1.275,0.975,1.4804020100502513,0.975,1.275,0.25,7746.75,638.35,34527.72,28.4843
新品批发价,Q1,1.4819095477386934,1.05,1.275,0.975,1.4819095477386934,0.975,1.275,0.25,7627.16,693.51,34446.43,28.656
新品批发价,Q1,1.4834170854271358,1.05,1.275,0.975,1.4834170854271358,0.975,1.275,0.25,7698.8,665.28,34701.55,28.359
新品批发价,Q1,1.484924623115578,1.05,1.275,0.975,1.484924623115578,0.975,1.275,0.25,7708.3,691.72,34722.54,28.8284
新品批发价,Q1,1.48643216080402,1.05,1.275,0.975,1.48643216080402,0.975,1.275,0.25,7705.62,707.08,34803.52,28.6406
新品批发价,Q1,1.4879396984924624,1.05,1.275,0.975,1.4879396984924624,0.975,1.275,0.25,7733.55,623.3,34540.0,28.6218
新品批发价,Q1,1.4894472361809046,1.05,1.275,0.975,1.4894472361809046,0.975,1.275,0.25,7652.98,650.17,34202.67,28.6567
新品批发价,Q1,1.4909547738693467,1.05,1.275,0.975,1.4909547738693467,0.975,1.275,0.25,7758.19,638.88,34757.77,28.6905
新品批发价,Q1,1.492462311557789,1.05,1.275,0.975,1.492462311557789,0.975,1.275,0.25,7848.8,557.68,34691.18,28.5618
新品批发价,Q1,1.4939698492462312,1.05,1.275,0.975,1.4939698492462312,0.975,1.275,0.25,7788.07,629.58,34760.17,28.8167
新品批发价,Q1,1.4954773869346734,1.05,1.275,0.975,1.4954773869346734,0.975,1.275,0.25,7778.66,613.32,34533.33,28.8405
新品批发价,Q1,1.4969849246231155,1.05,1.275,0.975,1.4969849246231155,0.975,1.275,0.25,7760.36,627.22,34724.44,28.8564
新品批发价,Q1,1.4984924623115576,1.05,1.275,0.975,1.4984924623115576,0.975,1.275,0.25,7685.25,675.97,34577.41,28.8617
新品批发价,Q1,1.5,1.05,1.275,0.975,1.5,0.975,1.275,0.25,7888.82,553.1,34871.55,29.0318
新品批发价,Q2,1.2,1.1,1.35,1.05,1.2,1.05,1.35,0.5,9180.61,1524.19,39518.7,28.6402
新品批发价,Q2,1.201507537688442,1.1,1.35,1.05,1.201507537688442,1.05,1.35,0.5,9188.35,1505.1,39276.7,28.3434
新品批发价,Q2,1.2030150753768845,1.1,1.35,1.05,1.2030150753768845,1.05,1.35,0.5,9166.29,1488.91,39189.79,28.6098
新品批发价,Q2,1.2045226130653266,1.1,1.35,1.05,1.2045226130653266,1.05,1.35,0.5,9167.67,1515.63,39577.9,28.642
新品批发价,Q2,1.2060301507537687,1.1,1.35,1.05,1.2060301507537687,1.05,1.35,0.5,9180.55,1483.9,39060.38,28.8108
新品批发价,Q2,1.207537688442211,1.1,1.35,1.05,1.207537688442211,1.05,1.35,0.5,9222.01,1506.09,39608.47,28.5473
新品批发价,Q2,1.2090452261306532,1.1,1.35,1.05,1.2090452261306532,1.05,1.35,0.5,9171.8,1495.35,39360.6,28.5313
新品批发价,Q2,1.2105527638190954,1.1,1.35,1.05,1.2105527638190954,1.05,1.35,0.5,9155.92,1497.33,39282.76,28.6251
新品批发价,Q2,1.2120603015075377,1.1,1.35,1.05,1.2120603015075377,1.05,1.35,0.5,9189.53,1508.52,39385.88,28.8371
新品批发价,Q2,1.2135678391959799,1.1,1.35,1.05,1.2135678391959799,1.05,1.35,0.5,9199.55,1484.1,39315.12,28.5844
新品批发价,Q2,1.215075376884422,1.1,1.35,1.05,1.215075376884422,1.05,1.35,0.5,9188.8,1464.2,39103.86,28.2655
新品批发价,Q2,1.2165829145728644,1.1,1.35,1.05,1.2165829145728644,1.05,1.35,0.5,9223.63,1473.22,39348.18,28.6564
新品批发价,Q2,1.2180904522613065,1.1,1.35,1.05,1.2180904522613065,1.05,1.35,0.5,9260.13,1479.02,39672.66,28.4055
新品批发价,Q2,1.2195979899497487,1.1,1.35,1.05,1.2195979899497487,1.05,1.35,0.5,9298.34,1476.86,39778.63,28.7973
新品批发价,Q2,1.221105527638191,1.1,1.35,1.05,1.221105527638191,1.05,1.35,0.5,9220.46,1457.04,39417.57,28.5936
新品批发价,Q2,1.2226130653266332,1.1,1.35,1.05,1.2226130653266332,1.05,1.35,0.5,9275.34,1469.41,39673.54,28.7644
新品批发价,Q2,1.2241206030150753,1.1,1.35,1.05,1.2241206030150753,1.05,1.35,0.5,9180.2,1443.55,38934.3,28.6735
新品批发价,Q2,1.2256281407035174,1.1,1.35,1.05,1.2256281407035174,1.05,1.35,0.5,9233.27,1451.03,39505.95,28.6096
新品批发价,Q2,1.2271356783919598,1.1,1.35,1.05,1.2271356783919598,1.05,1.35,0.5,9291.71,1445.99,39598.6,28.3595
新品批发价,Q2,1.228643216080402,1.1,1.35,1.05,1.228643216080402,1.05,1.35,0.5,9214.22,1463.33,39205.5,28.5305
新品批发价,Q2,1.230150753768844,1.1,1.35,1.05,1.230150753768844,1.05,1.35,0.5,9301.98,1451.72,39784.53,28.516
新品批发价,Q2,1.2316582914572864,1.1,1.35,1.05,1.2316582914572864,1.05,1.35,0.5,9300.92,1456.33,39697.34,28.6411
新品批发价,Q2,1.2331658291457286,1.1,1.35,1.05,1.2331658291457286,1.05,1.35,0.5,9254.62,1448.03,39327.51,28.4834
新品批发价,Q2,1.2346733668341707,1.1,1.35,1.05,1.2346733668341707,1.05,1.35,0.5,9302.3,1439.65,39679.62,28.7192
新品批发价,Q2,1.236180904522613,1.1,1.35,1.05,1.236180904522613,1.05,1.35,0.5,9212.53,1424.52,39210.04,28.2822
新品批发价,Q2,1.2376884422110552,1.1,1.35,1.05,1.2376884422110552,1.05,1.35,0.5,9311.06,1453.84,39878.94,28.6549
新品批发价,Q2,1.2391959798994974,1.1,1.35,1.05,1.2391959798994974,1.05,1.35,0.5,9295.99,1414.61,39523.78,28.5272
新品批发价,Q2,1.2407035175879397,1.1,1.35,1.05,1.2407035175879397,1.05,1.35,0.5,9249.82,1426.43,39533.25,28.7855
新品批发价,Q2,1.2422110552763819,1.1,1.35,1.05,1.2422110552763819,1.05,1.35,0.5,9285.08,1411.32,39367.66,28.5632
新品批发价,Q2,1.243718592964824,1.1,1.35,1.05,1.243718592964824,1.05,1.35,0.5,9324.6,1438.65,39765.15,28.3951
新品批发价,Q2,1.2452261306532664,1.1,1.35,1.05,1.2452261306532664,1.05,1.35,0.5,9282.11,1421.44,39572.3,28.447
新品批发价,Q2,1.2467336683417085,1.1,1.35,1.05,1.2467336683417085,1.05,1.35,0.5,9371.68,1424.82,39860.95,28.563
新品批发价,Q2,1.2482412060301507,1.1,1.35,1.05,1.2482412060301507,1.05,1.35,0.5,9243.92,1397.93,39237.83,28.7496
新品批发价,Q2,1.249748743718593,1.1,1.35,1.05,1.249748743718593,1.05,1.35,0.5,9234.35,1389.45,39112.94,28.3753
新品批发价,Q2,1.2512562814070352,1.1,1.35,1.05,1.2512562814070352,1.05,1.35,0.5,9304.9,1418.95,39585.93,28.5156
新品批发价,Q2,1.2527638190954773,1.1,1.35,1.05,1.2527638190954773,1.05,1.35,0.5,9324.89,1393.46,39531.88,28.7812
新品批发价,Q2,1.2542713567839197,1.1,1.35,1.05,1.2542713567839197,1.05,1.35,0.5,9297.84,1391.86,39193.11,28.2503
新品批发价,Q2,1.2557788944723618,1.1,1.35,1.05,1.2557788944723618,1.05,1.35,0.5,9260.08,1383.12,39092.46,28.5932
新品批发价,Q2,1.257286432160804,1.1,1.35,1.05,1.257286432160804,1.05,1.35,0.5,9242.8,1377.05,39111.84,28.4999
新品批发价,Q2,1.2587939698492463,1.1,1.35,1.05,1.2587939698492463,1.05,1.35,0.5,9405.19,1396.36,40059.79,28.7351
新品批发价,Q2,1.2603015075376884,1.1,1.35,1.05,1.2603015075376884,1.05,1.35,0.5,9360.43,1376.12,39387.04,28.4221
新品批发价,Q2,1.2618090452261306,1.1,1.35,1.05,1.2618090452261306,1.05,1.35,0.5,9335.72,1387.38,39431.98,28.3664
新品批发价,Q2,1.2633165829145727,1.1,1.35,1.05,1.2633165829145727,1.05,1.35,0.5,9333.86,1370.34,39786.3,28.4373
新品批发价,Q2,1.264824120603015,1.1,1.35,1.05,1.264824120603015,1.05,1.35,0.5,9372.56,1386.49,39766.41,28.5552
新品批发价,Q2,1.2663316582914572,1.1,1.35,1.05,1.2663316582914572,1.05,1.35,0.5,9385.54,1387.76,39702.84,28.6489
新品批发价,Q2,1.2678391959798994,1.1,1.35,1.05,1.2678391959798994,1.05,1.35,0.5,9355.71,1367.14,39468.29,28.7411
新品批发价,Q2,1.2693467336683417,1.1,1.35,1.05,1.2693467336683417,1.05,1.35,0.5,9263.01,1356.64,38917.91,28.392
新品批发价,Q2,1.2708542713567839,1.1,1.35,1.05,1.2708542713567839,1.05,1.35,0.5,9362.36,1365.89,39431.41,28.5463
新品批发价,Q2,1.272361809045226,1.1,1.35,1.05,1.272361809045226,1.05,1.35,0.5,9336.29,1342.51,39311.27,28.3403
新品批发价,Q2,1.2738693467336684,1.1,1.35,1.05,1.2738693467336684,1.05,1.35,0.5,9337.95,1357.95,39511.25,28.5969
新品批发价,Q2,1.2753768844221105,1.1,1.35,1.05,1.2753768844221105,1.05,1.35,0.5,9333.65,1341.4,39316.72,28.3749
新品批发价,Q2,1.2768844221105526,1.1,1.35,1.05,1.2768844221105526,1.05,1.35,0.5,9318.57,1337.23,39164.11,28.4377
新品批发价,Q2,1.278391959798995,1.1,1.35,1.05,1.278391959798995,1.05,1.35,0.5,9280.33,1331.07,38919.85,28.5721
新品批发价,Q2,1.2798994974874371,1.1,1.35,1.05,1.2798994974874371,1.05,1.35,0.5,9395.29,1337.16,39646.07,28.439
新品批发价,Q2,1.2814070351758793,1.1,1.35,1.05,1.2814070351758793,1.05,1.35,0.5,9387.33,1336.87,39299.37,28.8007
新品批发价,Q2,1.2829145728643216,1.1,1.35,1.05,1.2829145728643216,1.05,1.35,0.5,9368.34,1333.01,39416.3,29.329
新品批发价,Q2,1.2844221105527638,1.1,1.35,1.05,1.2844221105527638,1.05,1.35,0.5,9381.92,1328.23,39368.6,28.7805
新品批发价,Q2,1.285929648241206,1.1,1.35,1.05,1.285929648241206,1.05,1.35,0.5,9367.9,1324.35,39263.03,28.36
新品批发价,Q2,1.2874371859296483,1.1,1.35,1.05,1.2874371859296483,1.05,1.35,0.5,9367.09,1312.81,39367.66,28.4534
新品批发价,Q2,1.2889447236180904,1.1,1.35,1.05,1.2889447236180904,1.05,1.35,0.5,9344.85,1311.6,39353.53,28.5462
新品批发价,Q2,1.2904522613065326,1.1,1.35,1.05,1.2904522613065326,1.05,1.35,0.5,9398.67,1318.13,39378.28,28.4074
新品批发价,Q2,1.291959798994975,1.1,1.35,1.05,1.291959798994975,1.05,1.35,0.5,9431.06,1315.09,39450.69,28.5923
新品批发价,Q2,1.293467336683417,1.1,1.35,1.05,1.293467336683417,1.05,1.35,0.5,9405.94,1312.06,39595.69,28.2973
新品批发价,Q2,1.2949748743718592,1.1,1.35,1.05,1.2949748743718592,1.05,1.35,0.5,9352.57,1296.78,39217.24,28.8285
新品批发价,Q2,1.2964824120603016,1.1,1.35,1.05,1.2964824120603016,1.05,1.35,0.5,9414.25,1300.85,39398.29,28.3586
新品批发价,Q2,1.2979899497487437,1.1,1.35,1.05,1.2979899497487437,1.05,1.35,0.5,9330.23,1282.27,38953.6,28.4843
新品批发价,Q2,1.2994974874371858,1.1,1.35,1.05,1.2994974874371858,1.05,1.35,0.5,9357.74,1285.96,39164.22,28.5634
新品批发价,Q2,1.3010050251256282,1.1,1.35,1.05,1.3010050251256282,1.05,1.35,0.5,9413.46,1293.44,39557.9,28.5624
新品批发价,Q2,1.3025125628140704,1.1,1.35,1.05,1.3025125628140704,1.05,1.35,0.5,9458.78,1296.77,39600.33,28.5774
新品批发价,Q2,1.3040201005025125,1.1,1.35,1.05,1.3040201005025125,1.05,1.35,0.5,9437.64,1289.61,39501.02,28.4223
新品批发价,Q2,1.3055276381909549,1.1,1.35,1.05,1.3055276381909549,1.05,1.35,0.5,9481.35,1289.95,39757.75,28.7186
新品批发价,Q2,1.307035175879397,1.1,1.35,1.05,1.307035175879397,1.05,1.35,0.5,9461.36,1285.04,39752.9,28.6276
新品批发价,Q2,1.3085427135678391,1.1,1.35,1.05,1.3085427135678391,1.05,1.35,0.5,9396.79,1272.66,39195.55,28.6512
新品批发价,Q2,1.3100502512562813,1.1,1.35,1.05,1.3100502512562813,1.05,1.35,0.5,9345.03,1255.62,39099.72,28.6896
新品批发价,Q2,1.3115577889447236,1.1,1.35,1.05,1.3115577889447236,1.05,1.35,0.5,9381.67,1262.43,39376.93,28.3911
新品批发价,Q2,1.3130653266331658,1.1,1.35,1.05,1.3130653266331658,1.05,1.35,0.5,9369.73,1254.07,39237.3,28.5621
新品批发价,Q2,1.314572864321608,1.1,1.35,1.05,1.314572864321608,1.05,1.35,0.5,9416.35,1259.7,39318.64,28.596
新品批发价,Q2,1.3160804020100503,1.1,1.35,1.05,1.3160804020100503,1.05,1.35,0.5,9408.06,1252.79,39224.78,28.4357
新品批发价,Q2,1.3175879396984924,1.1,1.35,1.05,1.3175879396984924,1.05,1.35,0.5,9516.95,1262.9,39681.66,28.5937
新品批发价,Q2,1.3190954773869346,1.1,1.35,1.05,1.3190954773869346,1.05,1.35,0.5,9508.94,1256.16,39665.96,28.5008
新品批发价,Q2,1.320603015075377,1.1,1.35,1.05,1.320603015075377,1.05,1.35,0.5,9576.1,1264.55,40141.77,28.7648
新品批发价,Q2,1.322110552763819,1.1,1.35,1.05,1.322110552763819,1.05,1.35,0.5,9449.86,1245.44,39502.95,28.5626
新品批发价,Q2,1.3236180904522612,1.1,1.35,1.05,1.3236180904522612,1.05,1.35,0.5,9474.51,1245.04,39638.15,28.3126
新品批发价,Q2,1.3251256281407036,1.1,1.35,1.05,1.3251256281407036,1.05,1.35,0.5,9418.66,1235.09,39343.55,28.9207
新品批发价,Q2,1.3266331658291457,1.1,1.35,1.05,1.3266331658291457,1.05,1.35,0.5,9464.68,1237.42,39312.58,28.5758
新品批发价,Q2,1.3281407035175878,1.1,1.35,1.05,1.3281407035175878,1.05,1.35,0.5,9529.6,1242.9,39862.58,29.5343
新品批发价,Q2,1.3296482412060302,1.1,1.35,1.05,1.3296482412060302,1.05,1.35,0.5,9417.78,1222.87,39307.9,28.5155
新品批发价,Q2,1.3311557788944723,1.1,1.35,1.05,1.3311557788944723,1.05,1.35,0.5,9427.41,1221.14,39180.24,28.6413
新品批发价,Q2,1.3326633165829145,1.1,1.35,1.05,1.3326633165829145,1.05,1.35,0.5,9413.12,1209.13,38998.73,28.3593
新品批发价,Q2,1.3341708542713568,1.1,1.35,1.05,1.3341708542713568,1.05,1.35,0.5,9500.5,1218.05,39512.39,28.3122
新品批发价,Q2,1.335678391959799,1.1,1.35,1.05,1.335678391959799,1.05,1.35,0.5,9481.94,1211.26,39130.27,28.4964
新品批发价,Q2,1.3371859296482411,1.1,1.35,1.05,1.3371859296482411,1.05,1.35,0.5,9434.34,1208.41,39193.56,28.6128
新品批发价,Q2,1.3386934673366835,1.1,1.35,1.05,1.3386934673366835,1.05,1.35,0.5,9510.14,1213.31,39553.75,28.7341
新品批发价,Q2,1.3402010050251256,1.1,1.35,1.05,1.3402010050251256,1.05,1.35,0.5,9441.93,1193.67,39173.4,28.6719
新品批发价,Q2,1.3417085427135678,1.1,1.35,1.05,1.3417085427135678,1.05,1.35,0.5,9505.48,1201.52,39234.31,28.3755
新品批发价,Q2,1.34321608040201,1.1,1.35,1.05,1.34321608040201,1.05,1.35,0.5,9547.82,1196.78,39719.2,28.7341
新品批发价,Q2,1.3447236180904523,1.1,1.35,1.05,1.3447236180904523,1.05,1.35,0.5,9530.51,1191.99,39552.95,28.3442
新品批发价,Q2,1.3462311557788944,1.1,1.35,1.05,1.3462311557788944,1.05,1.35,0.5,9530.29,1186.26,39514.01,28.6881
新品批发价,Q2,1.3477386934673365,1.1,1.35,1.05,1.3477386934673365,1.05,1.35,0.5,9525.02,1184.78,39361.17,28.422
新品批发价,Q2,1.349246231155779,1.1,1.35,1.05,1.349246231155779,1.05,1.35,0.5,9569.8,1196.15,39744.0,28.5775
新品批发价,Q2,1.350753768844221,1.1,1.35,1.05,1.350753768844221,1.05,1.35,0.5,9588.08,1193.97,39935.96,28.5929
新品批发价,Q2,1.3522613065326632,1.1,1.35,1.05,1.3522613065326632,1.05,1.35,0.5,9522.18,1179.52,39453.69,28.6724
新品批发价,Q2,1.3537688442211055,1.1,1.35,1.05,1.3537688442211055,1.05,1.35,0.5,9571.48,1175.42,39672.14,28.8279
新品批发价,Q2,1.3552763819095477,1.1,1.35,1.05,1.3552763819095477,1.05,1.35,0.5,9519.34,1164.51,39233.21,28.5
新品批发价,Q2,1.3567839195979898,1.1,1.35,1.05,1.3567839195979898,1.05,1.35,0.5,9498.71,1169.04,39657.5,28.4845
新品批发价,Q2,1.3582914572864322,1.1,1.35,1.05,1.3582914572864322,1.05,1.35,0.5,9531.72,1147.78,39258.74,28.6875
新品批发价,Q2,1.3597989949748743,1.1,1.35,1.05,1.3597989949748743,1.05,1.35,0.5,9551.3,1170.2,39452.1,28.4222
新品批发价,Q2,1.3613065326633165,1.1,1.35,1.05,1.3613065326633165,1.05,1.35,0.5,9603.78,1146.02,39691.56,28.6874
新品批发价,Q2,1.3628140703517588,1.1,1.35,1.05,1.3628140703517588,1.05,1.35,0.5,9531.89,1144.61,39170.89,28.4365
新品批发价,Q2,1.364321608040201,1.1,1.35,1.05,1.364321608040201,1.05,1.35,0.5,9587.48,1153.42,39515.43,28.9541
新品批发价,Q2,1.3658291457286431,1.1,1.35,1.05,1.3658291457286431,1.05,1.35,0.5,9514.6,1139.15,39070.51,28.3782
新品批发价,Q2,1.3673366834170855,1.1,1.35,1.05,1.3673366834170855,1.05,1.35,0.5,9541.52,1138.03,39502.49,28.59
新品批发价,Q2,1.3688442211055276,1.1,1.35,1.05,1.3688442211055276,1.05,1.35,0.5,9598.05,1145.3,39636.33,28.7037
新品批发价,Q2,1.3703517587939698,1.1,1.35,1.05,1.3703517587939698,1.05,1.35,0.5,9573.47,1131.43,39432.64,28.6967
新品批发价,Q2,1.3718592964824121,1.1,1.35,1.05,1.3718592964824121,1.05,1.35,0.5,9680.09,1157.76,40081.09,28.5846
新品批发价,Q2,1.3733668341708543,1.1,1.35,1.05,1.3733668341708543,1.05,1.35,0.5,9526.91,1116.74,39336.03,28.5314
新品批发价,Q2,1.3748743718592964,1.1,1.35,1.05,1.3748743718592964,1.05,1.35,0.5,9553.24,1135.81,39276.23,28.5627
新品批发价,Q2,1.3763819095477388,1.1,1.35,1.05,1.3763819095477388,1.05,1.35,0.5,9521.4,1130.8,39064.42,28.6748
新品批发价,Q2,1.377889447236181,1.1,1.35,1.05,1.377889447236181,1.05,1.35,0.5,9637.59,1118.46,39830.55,28.5678
新品批发价,Q2,1.379396984924623,1.1,1.35,1.05,1.379396984924623,1.05,1.35,0.5,9506.79,1109.61,39070.37,28.6628
新品批发价,Q2,1.3809045226130654,1.1,1.35,1.05,1.3809045226130654,1.05,1.35,0.5,9509.22,1126.48,39357.09,28.388
新品批发价,Q2,1.3824120603015075,1.1,1.35,1.05,1.3824120603015075,1.05,1.35,0.5,9516.46,1093.09,38837.22,28.658
新品批发价,Q2,1.3839195979899497,1.1,1.35,1.05,1.3839195979899497,1.05,1.35,0.5,9610.66,1109.19,39351.3,28.5332
新品批发价,Q2,1.385427135678392,1.1,1.35,1.05,1.385427135678392,1.05,1.35,0.5,9646.72,1103.63,39656.44,28.8589
新品批发价,Q2,1.3869346733668342,1.1,1.35,1.05,1.3869346733668342,1.05,1.35,0.5,9594.49,1089.26,39498.71,28.6858
新品批发价,Q2,1.3884422110552763,1.1,1.35,1.05,1.3884422110552763,1.05,1.35,0.5,9595.59,1106.81,39359.92,28.5953
新品批发价,Q2,1.3899497487437187,1.1,1.35,1.05,1.3899497487437187,1.05,1.35,0.5,9566.72,1081.88,39376.62,28.6245
新品批发价,Q2,1.3914572864321608,1.1,1.35,1.05,1.3914572864321608,1.05,1.35,0.5,9617.11,1103.84,39482.56,28.6723
新品批发价,Q2,1.392964824120603,1.1,1.35,1.05,1.392964824120603,1.05,1.35,0.5,9588.81,1068.84,39196.27,28.9215
新品批发价,Q2,1.394472361809045,1.1,1.35,1.05,1.394472361809045,1.05,1.35,0.5,9648.99,1081.61,39640.55,28.6882
新品批发价,Q2,1.3959798994974875,1.1,1.35,1.05,1.3959798994974875,1.05,1.35,0.5,9703.92,1079.33,39877.61,28.6556
新品批发价,Q2,1.3974874371859296,1.1,1.35,1.05,1.3974874371859296,1.05,1.35,0.5,9628.63,1079.17,39705.94,28.7504
新品批发价,Q2,1.398994974874372,1.1,1.35,1.05,1.398994974874372,1.05,1.35,0.5,9646.76,1075.54,39546.23,28.5632
新品批发价,Q2,1.400502512562814,1.1,1.35,1.05,1.400502512562814,1.05,1.35,0.5,9600.79,1060.26,39208.89,28.6841
新品批发价,Q2,1.4020100502512562,1.1,1.35,1.05,1.4020100502512562,1.05,1.35,0.5,9612.56,1076.99,39607.75,28.5266
新品批发价,Q2,1.4035175879396986,1.1,1.35,1.05,1.4035175879396986,1.05,1.35,0.5,9619.84,1076.76,39593.83,28.5419
新品批发价,Q2,1.4050251256281407,1.1,1.35,1.05,1.4050251256281407,1.05,1.35,0.5,9580.17,1062.93,39163.5,28.5566
新品批发价,Q2,1.4065326633165829,1.1,1.35,1.05,1.4065326633165829,1.05,1.35,0.5,9681.3,1067.0,39755.85,28.8099
新品批发价,Q2,1.408040201005025,1.1,1.35,1.05,1.408040201005025,1.05,1.35,0.5,9554.23,1037.57,38896.11,28.6442
新品批发价,Q2,1.4095477386934674,1.1,1.35,1.05,1.4095477386934674,1.05,1.35,0.5,9728.23,1041.82,39654.35,28.5465
新品批发价,Q2,1.4110552763819095,1.1,1.35,1.05,1.4110552763819095,1.05,1.35,0.5,9651.96,1050.79,39400.44,28.5072
新品批发价,Q2,1.4125628140703517,1.1,1.35,1.05,1.4125628140703517,1.05,1.35,0.5,9622.16,1020.99,38990.05,28.4933
新品批发价,Q2,1.414070351758794,1.1,1.35,1.05,1.414070351758794,1.05,1.35,0.5,9677.97,1069.08,39792.62,28.468
新品批发价,Q2,1.4155778894472362,1.1,1.35,1.05,1.4155778894472362,1.05,1.35,0.5,9703.55,1033.05,39563.9,28.6878
新品批发价,Q2,1.4170854271356783,1.1,1.35,1.05,1.4170854271356783,1.05,1.35,0.5,9678.35,1040.3,39464.82,28.2812
新品批发价,Q2,1.4185929648241207,1.1,1.35,1.05,1.4185929648241207,1.05,1.35,0.5,9742.56,1018.79,39580.73,28.8443
新品批发价,Q2,1.4201005025125628,1.1,1.35,1.05,1.4201005025125628,1.05,1.35,0.5,9646.07,1048.53,39569.1,28.5013
新品批发价,Q2,1.421608040201005,1.1,1.35,1.05,1.421608040201005,1.05,1.35,0.5,9660.5,1042.55,39486.29,28.622
新品批发价,Q2,1.4231155778894473,1.1,1.35,1.05,1.4231155778894473,1.05,1.35,0.5,9690.42,1018.68,39500.65,28.6109
新品批发价,Q2,1.4246231155778895,1.1,1.35,1.05,1.4246231155778895,1.05,1.35,0.5,9717.35,1021.0,39789.57,28.42
新品批发价,Q2,1.4261306532663316,1.1,1.35,1.05,1.4261306532663316,1.05,1.35,0.5,9667.48,1015.77,39300.37,28.5782
新品批发价,Q2,1.4276381909547737,1.1,1.35,1.05,1.4276381909547737,1.05,1.35,0.5,9680.67,1006.33,39594.43,28.6887
新品批发价,Q2,1.429145728643216,1.1,1.35,1.05,1.429145728643216,1.05,1.35,0.5,9702.86,999.69,39703.64,28.6393
新品批发价,Q2,1.4306532663316582,1.1,1.35,1.05,1.4306532663316582,1.05,1.35,0.5,9653.77,1007.63,39119.76,28.4534
新品批发价,Q2,1.4321608040201006,1.1,1.35,1.05,1.4321608040201006,1.05,1.35,0.5,9730.06,988.34,39315.27,28.5345
新品批发价,Q2,1.4336683417085427,1.1,1.35,1.05,1.4336683417085427,1.05,1.35,0.5,9684.85,1029.75,39391.22,29.0743
新品批发价,Q2,1.4351758793969849,1.1,1.35,1.05,1.4351758793969849,1.05,1.35,0.5,9705.76,978.04,39341.81,28.7329
新品批发价,Q2,1.436683417085427,1.1,1.35,1.05,1.436683417085427,1.05,1.35,0.5,9708.73,976.07,39329.95,28.674
新品批发价,Q2,1.4381909547738694,1.1,1.35,1.05,1.4381909547738694,1.05,1.35,0.5,9709.73,973.22,39387.6,28.4219
新品批发价,Q2,1.4396984924623115,1.1,1.35,1.05,1.4396984924623115,1.05,1.35,0.5,9717.86,983.19,39439.94,28.4375
新品批发价,Q2,1.4412060301507537,1.1,1.35,1.05,1.4412060301507537,1.05,1.35,0.5,9656.07,967.18,38866.73,28.5789
